index,timestamp
90000,875980391
90001,875721765
90002,883757727
90003,891384570
90004,886484336
90005,888556517
90006,880817753
90007,876068433
90008,875270903
90009,891033319
90010,891025524
90011,875920627
90012,876244991
90013,891015114
90014,878738992
90015,892335415
90016,885156193
90017,875288362
90018,886028604
90019,877909865
90020,882063223
90021,879435628
90022,874964267
90023,879454428
90024,892501259
90025,880844016
90026,877310859
90027,879958902
90028,879722463
90029,879900366
90030,879993797
90031,890083580
90032,879545413
90033,880416285
90034,880554130
90035,882140848
90036,880116756
90037,892660466
90038,886607912
90039,891449371
90040,891250704
90041,887158739
90042,878870846
90043,879788916
90044,892528999
90045,890285159
90046,889814194
90047,891283095
90048,875048996
90049,879971215
90050,891694372
90051,891208170
90052,879875057
90053,892959041
90054,883949156
90055,884153712
90056,880242632
90057,880866241
90058,886381985
90059,875679860
90060,881288233
90061,891448586
90062,891208213
90063,891034801
90064,888805952
90065,891694182
90066,880888452
90067,879112054
90068,880557114
90069,886610451
90070,880405431
90071,887038021
90072,892257865
90073,878847328
90074,883948457
90075,886441083
90076,891691534
90077,888451908
90078,883490041
90079,883865566
90080,885062453
90081,880951657
90082,889492917
90083,887769335
90084,879875533
90085,879178274
90086,880177567
90087,881374883
90088,879796766
90089,880036185
90090,877104202
90091,878348000
90092,875036139
90093,887646423
90094,879722667
90095,879994495
90096,887428507
90097,880888972
90098,883708927
90099,889289327
90100,883758241
90101,891191511
90102,889133556
90103,885809426
90104,875244633
90105,884121342
90106,887769777
90107,880936769
90108,888905034
90109,875324915
90110,878078115
90111,879441936
90112,880844102
90113,878971659
90114,876534275
90115,880659894
90116,875915317
90117,891251647
90118,888479603
90119,880394301
90120,891397948
90121,888892091
90122,883702552
90123,881707829
90124,883591826
90125,882139863
90126,891310241
90127,882678427
90128,883712315
90129,891370065
90130,874984341
90131,891234406
90132,888906464
90133,886396729
90134,888639953
90135,879463965
90136,879303622
90137,876695217
90138,876243159
90139,879455176
90140,891987290
90141,881379781
90142,879197022
90143,891205199
90144,876538986
90145,892557605
90146,882404572
90147,886832373
90148,881380218
90149,885605834
90150,880242451
90151,881671879
90152,880150075
90153,875124382
90154,884140458
90155,875123427
90156,880139149
90157,880822060
90158,880310371
90159,891248996
90160,885690526
90161,888905306
90162,877112001
90163,888467442
90164,891031676
90165,886131970
90166,878438024
90167,880844789
90168,888519519
90169,891498139
90170,891499829
90171,882607744
90172,876016545
90173,877137447
90174,878739720
90175,891723190
90176,880387474
90177,878090253
90178,888267521
90179,881530198
90180,891711378
90181,876454257
90182,879969210
90183,889122906
90184,891499611
90185,891628977
90186,887235690
90187,891204418
90188,883348372
90189,880756376
90190,879529406
90191,884983627
90192,886952438
90193,892529076
90194,880845574
90195,879456104
90196,879959488
90197,892719062
90198,893218453
90199,875720673
90200,882608145
90201,887744448
90202,880869014
90203,885046853
90204,879531158
90205,880159911
90206,880416219
90207,880936476
90208,876033624
90209,880392846
90210,885690526
90211,880822203
90212,883777109
90213,877130999
90214,879195783
90215,891384036
90216,888294375
90217,884219768
90218,891309703
90219,885048861
90220,891031116
90221,883752380
90222,891030120
90223,890862974
90224,875036383
90225,891249962
90226,886833099
90227,887160313
90228,886608897
90229,891467546
90230,891357019
90231,892841220
90232,883712016
90233,880260745
90234,880997195
90235,876859237
90236,879713979
90237,886609520
90238,879801617
90239,882812928
90240,880167224
90241,879535160
90242,887159173
90243,888479654
90244,882403007
90245,886832636
90246,886286819
90247,891464054
90248,877974905
90249,888888680
90250,881695105
90251,880871600
90252,879376967
90253,887158865
90254,891039565
90255,874873247
90256,887564614
90257,887644023
90258,879879868
90259,884122501
90260,891497793
90261,891281570
90262,891037577
90263,875145841
90264,888558565
90265,880605638
90266,890024781
90267,882843398
90268,891197934
90269,880870299
90270,884131434
90271,888639192
90272,888886984
90273,876536198
90274,886030051
90275,876535967
90276,878919180
90277,880997172
90278,877225239
90279,891366652
90280,879438878
90281,882389908
90282,892685252
90283,880176686
90284,892433062
90285,892871641
90286,881975119
90287,886483099
90288,888192744
90289,879795496
90290,876037167
90291,891990554
90292,891448451
90293,880573627
90294,891368960
90295,877381629
90296,879360933
90297,879454912
90298,879572795
90299,891446889
90300,877075164
90301,882396489
90302,879991049
90303,878738335
90304,879634362
90305,891466376
90306,888787312
90307,885921401
90308,877381534
90309,878738695
90310,882396705
90311,887686545
90312,891383561
90313,891696689
90314,879640394
90315,875751958
90316,885157575
90317,879788572
90318,892775786
90319,885549635
90320,875227904
90321,880498938
90322,892157282
90323,876546298
90324,886443328
90325,879993918
90326,884801316
90327,892528954
90328,879309759
90329,882956011
90330,879445556
90331,883576281
90332,879535559
90333,883948534
90334,885458010
90335,879975613
90336,883427857
90337,888294375
90338,891386071
90339,885943651
90340,891309913
90341,882385934
90342,879994777
90343,885860093
90344,892777274
90345,876547608
90346,881381207
90347,880180612
90348,878870226
90349,874853734
90350,879864125
90351,887741960
90352,875129668
90353,884205263
90354,882385065
90355,885921243
90356,886179161
90357,883874778
90358,876068615
90359,877103371
90360,882390614
90361,879735584
90362,884801316
90363,892318614
90364,892690059
90365,880865900
90366,882672177
90367,891309668
90368,879457217
90369,882425791
90370,878438357
90371,880235099
90372,886609726
90373,888104188
90374,891292873
90375,891356367
90376,879787149
90377,891203664
90378,879796942
90379,879444924
90380,879634256
90381,887159321
90382,879461039
90383,874938878
90384,879463310
90385,875680568
90386,875639061
